movie,scene_number,scene_name,type,character,text
The Meaning of Life,2,Growth and Learning,dialogue,CHAPLAIN and CONGREGATION,"[singing]
        O Lord, please don't burn us.
        Don't grill or toast Your flock.
        Don't put us on the barbecue
        Or simmer us in stock.
        Don't braise or bake or boil us
        Or stir-fry us in a wok.
        Oh, please don't lightly poach us
        Or baste us with hot fat.
        Don't fricassee or roast us
        Or boil us in a vat,
        And please don't stick Thy servants, Lord,
        In a Rotissomat. [scribble scribble scribble] [ding] [ding ding] [ding ding]"
The Meaning of Life,2,Growth and Learning,dialogue,CARTER,He's coming!
The Meaning of Life,2,Growth and Learning,dialogue,PUPILS,[yelling]
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"All right, settle down. Settle down. [clunk]
        Now, before I begin the lesson, will those of you who are playing in the
        match this afternoon move your clothes down onto the lower peg
        immediately after lunch, before you write your letter home, if you're
        not getting your hair cut, unless you've got a younger brother who is
        going out this weekend as the guest of another boy, in which case,
        collect his note before lunch, put it in your letter after you've had
        your hair cut, and make sure he moves your clothes down onto the lower
        peg for you. Now,--"
The Meaning of Life,2,Growth and Learning,dialogue,WYMER,Sir?
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Yes, Wymer?"
The Meaning of Life,2,Growth and Learning,dialogue,WYMER,"My younger brother's going out with Dibble this
        weekend, sir, but I'm not having my hair cut today, sir."
The Meaning of Life,2,Growth and Learning,dialogue,PUPILS,[chuckling]
The Meaning of Life,2,Growth and Learning,dialogue,WYMER,"So, do I move my clothes down, or--"
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"I do wish you'd listen, Wymer. It's perfectly
        simple. If you're not getting your hair cut, you don't have to move your
        brother's clothes down to the lower peg. You simply collect his note
        before lunch, after you've done your scripture prep, when you've written
        your letter home, before rest, move your own clothes onto the lower peg,
        greet the visitors, and report to Mr. Viney that you've had your chit
        signed. Now, sex. Sex, sex, sex. Where were we? [sniff] Well, had
        I got as far as the penis entering the vagina? [sniff]"
The Meaning of Life,2,Growth and Learning,dialogue,PUPILS,Umm. Mmmm. [silence]
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,"Nnnno, sir."
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,"No, sir."
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,"No, sir."
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,No.
The Meaning of Life,2,Growth and Learning,dialogue,PUPILS,No...
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,No.
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Well, had I done foreplay? [silence]"
The Meaning of Life,2,Growth and Learning,dialogue,PUPILS,Mmmm. Yeah. Yeah...
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,Yes.
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,"Yes, sir."
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,"Yes, sir."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Ahh, well, as we all know all about foreplay, no
        doubt you can tell me what the purpose of foreplay is,... Biggs."
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,"Uhm-- Don't know. Sorry, sir."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,Carter.
The Meaning of Life,2,Growth and Learning,dialogue,CARTER,"Ah. Uhh, was it taking your clothes off, sir?"
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Well, and-- and after that?"
The Meaning of Life,2,Growth and Learning,dialogue,WYMER,"Ooh. Putting them on the lower peg, sir?"
The Meaning of Life,2,Growth and Learning,dialogue,PUPILS,[chuckling] [whop]
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"The purpose of foreplay is to cause the vagina to
        lubricate, so that the penis can penetrate more easily."
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,"Could we have a window open, please, sir?"
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Yes. Harris, will you? And, of course, to cause the
        man's penis to erect and har... den! [sniff] Now, did I do
        vaginal juices last week? Oh, do pay attention, Wadsworth! I know it's
        Friday after-- Oh, watching the football, are you boy? Right! Move over
        there. I'm warning you! I may decide to set an exam this term."
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,"Oh, sir."
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,"Oh, sir."
The Meaning of Life,2,Growth and Learning,dialogue,PUPILS,"Oh, sir..."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"So, just listen. Now, did I or did I not... do...
        vaginal... juices?"
The Meaning of Life,2,Growth and Learning,dialogue,PUPILS,"Mmm. Mmm. Yes, sir. Yes, sir."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Name two ways of getting them flowing, Watson."
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,"R-- rubbing the clitoris, sir?"
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"What's wrong with a kiss, boy? Hmm? Why not start
        her off with a nice kiss? You don't have to go leaping straight for the
        clitoris like a bull at a gate. Give her a kiss, boy."
The Meaning of Life,2,Growth and Learning,dialogue,WYMER,"Suck the nipple, sir?"
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Good! Good. Well done, Wymer."
The Meaning of Life,2,Growth and Learning,dialogue,DUCKWORTH,"Uh, stroking the thighs, sir."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Yes. Yes, I suppose so. Hmm?"
The Meaning of Life,2,Growth and Learning,dialogue,PUPIL IN FRONT,"Oh, sir. Biting the neck."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Yes. Good. Nibbling the earlobe, uhh, kneading the
        buttocks, and so on and so forth. So, we have all these possibilities
        before we stampede towards the clitoris, Watson."
The Meaning of Life,2,Growth and Learning,dialogue,WATSON,"Yes, sir. Sorry, sir."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Now, all these forms of stimulation can now take
        place,... [clunk clunk] [clunk] [clunk clunk] [clunk clunk] [twong]
        ...and, of course, tongueing will give you the best idea of how the
        juices are coming along. Helen! Now, penetration and coitus-- That is to
        say, intercourse up to, and including, orgasm. Ah, hello, dear. Do stand
        up when my wife enters the room, Carter!"
The Meaning of Life,2,Growth and Learning,dialogue,CARTER,"Oh, sorry, sir. Sorry."
The Meaning of Life,2,Growth and Learning,dialogue,HELEN WILLIAMS,"Humphrey, I hope you don't mind, but I told
        the Garfields we would dine with them tonight."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Yes. Yes, well, I suppose we must."
The Meaning of Life,2,Growth and Learning,dialogue,HELEN,And I said we'd be there by eight.
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Well, at least it'll give me a reason to wind up the
        staff meeting."
The Meaning of Life,2,Growth and Learning,dialogue,HELEN,"Well, I know you don't like them, but I couldn't make
        another excuse."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Well, it's just that I felt n-- Wymer! This is for
        your benefit. Would you kindly wake up? I've no intention of going
        through this all again."
The Meaning of Life,2,Growth and Learning,dialogue,WYMER,Ahhh.
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Uhh, we'll take the foreplay as read, if you don't
        mind, dear."
The Meaning of Life,2,Growth and Learning,dialogue,HELEN,"No, of course not, Humphrey."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"So, the man starts by entering-- or mounting-- his
        good lady wife in the standard way. Uh, the penis is now, as you will
        observe, more or less, fully erect. There we are. Ah, that's better.
        Now,-- Carter."
The Meaning of Life,2,Growth and Learning,dialogue,CARTER,"Yes, sir?"
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,What is it?
The Meaning of Life,2,Growth and Learning,dialogue,CARTER,"It's an ocarina, sir."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Bring it up here. The man now starts making
        thrusting movements with his pelvic area, moving the penis up and down
        inside the vagina, so-- Put it there, boy. Put it there on the table.
        [clunk]
        While the wife maximizes her clitoral stimulation by the shaft of the
        penis by pushing forward,-- Thank you, dear. Now, as sexual..."
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,[chuckling]
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"...excitement mounts, uh,-- What's funny, Biggs?"
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,"Uh,-- Oh, nothing, sir."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Oh, do please share your little joke with the rest
        of us. I mean, obviously something frightfully funny's going on."
The Meaning of Life,2,Growth and Learning,dialogue,PUPIL,[chuckle]
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,"No. Honestly, sir."
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,"Well, as it's so funny, I think you'd better be
        selected to play for the boys' team in the rugby match against the
        masters this afternoon! [morbid music]"
The Meaning of Life,2,Growth and Learning,dialogue,BIGGS,"Oh, no, sir. [whistle] [kick]"
The Meaning of Life,2,Growth and Learning,dialogue,CROWD,[cheering] [whistle whistle] [applause]
The Meaning of Life,2,Growth and Learning,dialogue,BOY,Ohh! Aaaahh!
The Meaning of Life,2,Growth and Learning,dialogue,HUMPHREY,Well done. Okay.
The Meaning of Life,2,Growth and Learning,dialogue,BOYS,Ohh! Uuhh!
The Meaning of Life,2,Growth and Learning,dialogue,CROWD,[cheering]
The Meaning of Life,2,Growth and Learning,dialogue,BOYS,"Uuhh! Aw. Uy! Ahh... [whistle whistle whistle whistle]
        Ooh! Uuhh! Stop him. [whistle]"
The Meaning of Life,2,Growth and Learning,dialogue,CROWD,[cheering] [boom boom boom...]
The Meaning of Life,3,Fighting Each Other,dialogue,ANNOUNCER,"The Meaning of Life: Part Three: Fighting Each
        Other. [boom]"
The Meaning of Life,3,Fighting Each Other,dialogue,SOLDIERS,"Hh. Uhh. Look out. [boom]
        Uhh. Ahh."
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,"Okay. Blackitt, Sturridge, and Walters, you take the
        buggers on the left flank. Hordern, Spadger, and I... [pweeng]
        ...will go for the gunpost."
The Meaning of Life,3,Fighting Each Other,dialogue,SPADGER,"Right, sir."
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"Oh, hang on a tick, sir."
The Meaning of Life,3,Fighting Each Other,dialogue,SPADGER,Yeah.
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"You'll never make it, sir. Let us come with you."
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,"Do as you're told, man."
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"Right-o, skipper. [boom]
        Oh, sir. Sir,... i-- if we-- we don't meet again, sir, I'd just like to
        say it's been a-- it's been a real privilege fighting alongside you,
        sir."
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,"Yes, well,..."
The Meaning of Life,3,Fighting Each Other,dialogue,SPADGER,Yeah.
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,"...I think this is... [boom]
        ...hardly the time or place for a good-bye speech, eh? Hah."
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"No. No, me and the lads realize this, sir, but,
        well,..."
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,Ehh.
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"...we may never meet again, sir, so,... I--"
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,"Yes, all-- all-- all right, Blackitt. Thanks a lot."
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"No, eh, just a moment, sir."
The Meaning of Life,3,Fighting Each Other,dialogue,SPADGER,Duck.
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"You see,... [boom]
        ...me and the lads, we've had a little whip-around, sir. [boom]
        We bought you something, sir."
The Meaning of Life,3,Fighting Each Other,dialogue,SPADGER,Ahh.
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"We bought you this, sir. [clink clank clink]"
The Meaning of Life,3,Fighting Each Other,dialogue,SPADGER,Ah. Hhh.
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,"Oh. Well, i-- I don't know what to say. [boom]
        It's a-- it's-- it's a lovely thought. [boom]
        Thank you. Uh, thank you all,... [boom]"
The Meaning of Life,3,Fighting Each Other,dialogue,SPADGER,"All right, sir."
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,...but--
The Meaning of Life,3,Fighting Each Other,dialogue,WALTERS,You're welcome. [pweeeeeng]
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,"But I-- I-- I-- I think we'd better get to cover now.
        [boom]"
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"Hang on a tick, sir. We got something else for you
        as well, sir."
The Meaning of Life,3,Fighting Each Other,dialogue,SPADGER,Aah.
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,Uh.
The Meaning of Life,3,Fighting Each Other,dialogue,SOLDIERS,Ah. Ah. Ehh... [ding]
The Meaning of Life,3,Fighting Each Other,dialogue,BLACKITT,"Sorry it's another clock, sir,... [boom]
        ...only there was a bit of a mix-up. Well, Walters thought he was buying
        the present, and Spadger and I had already got the other one."
The Meaning of Life,3,Fighting Each Other,dialogue,BIGGS,"Well, it's-- it's beautiful. [zimm zimm zimm]
        They're both beautiful. [zimm zimm zimm] [ding]"
